query,intent
hi,greeting
hello,greeting
hey,greeting
hi there,greeting
hello assistant,greeting
good morning,greeting
good afternoon,greeting
good evening,greeting
hey bot,greeting
is anyone there,greeting
howdy,greeting
yo,greeting
hi assistant,greeting
hello there,greeting
hey friend,greeting
good to see you,greeting
bye,goodbye
goodbye,goodbye
see you,goodbye
later,goodbye
talk to you later,goodbye
exit,goodbye
quit,goodbye
stop,goodbye
bye bye,goodbye
have a good day,goodbye
see you soon,goodbye
catch you later,goodbye
im done,goodbye
thanks,thanks
thank you,thanks
thank you so much,thanks
thanks a lot,thanks
i appreciate it,thanks
cool thanks,thanks
cheers,thanks
great thanks,thanks
awesome thank you,thanks
youve been helpful,thanks
thanks for the help,thanks
who are you,bot_info
what is your name,bot_info
what are you,bot_info
are you a robot,bot_info
tell me about yourself,bot_info
who am i talking to,bot_info
are you ai,bot_info
what is your identity,bot_info
what can you do,capabilities
how can you help,capabilities
help me,capabilities
show me what you can do,capabilities
give me some help,capabilities
what are your features,capabilities
capabilities,capabilities
what do you know,capabilities
weather,weather
how is the weather,weather
weather update,weather
is it raining,weather
weather tonight,weather
weather forecast,weather
whats the temperature,weather
is it sunny,weather
joke,humor
tell me a joke,humor
make me laugh,humor
do you know any jokes,humor
another joke,humor
say something funny,humor
crack a joke,humor
tell a funny story,humor
hi,greeting
hello,greeting
hey,greeting
hi there,greeting
hello assistant,greeting
good morning,greeting
good afternoon,greeting
good evening,greeting
hey bot,greeting
is anyone there,greeting
howdy,greeting
yo,greeting
hi assistant,greeting
hello there,greeting
hey friend,greeting
good to see you,greeting
bye,goodbye
goodbye,goodbye
see you,goodbye
later,goodbye
talk to you later,goodbye
exit,goodbye
quit,goodbye
stop,goodbye
bye bye,goodbye
have a good day,goodbye
see you soon,goodbye
catch you later,goodbye
im done,goodbye
thanks,thanks
thank you,thanks
thank you so much,thanks
thanks a lot,thanks
i appreciate it,thanks
cool thanks,thanks
cheers,thanks
great thanks,thanks
awesome thank you,thanks
youve been helpful,thanks
thanks for the help,thanks
who are you,bot_info
what is your name,bot_info
what are you,bot_info
are you a robot,bot_info
tell me about yourself,bot_info
who am i talking to,bot_info
are you ai,bot_info
what is your identity,bot_info
what can you do,capabilities
how can you help,capabilities
help me,capabilities
show me what you can do,capabilities
give me some help,capabilities
what are your features,capabilities
capabilities,capabilities
what do you know,capabilities
weather,weather
how is the weather,weather
weather update,weather
is it raining,weather
weather tonight,weather
weather forecast,weather
whats the temperature,weather
is it sunny,weather
joke,humor
tell me a joke,humor
make me laugh,humor
do you know any jokes,humor
another joke,humor
say something funny,humor
crack a joke,humor
tell a funny story,humor
hi,greeting
hello,greeting
hey,greeting
hi there,greeting
hello assistant,greeting
good morning,greeting
good afternoon,greeting
good evening,greeting
hey bot,greeting
is anyone there,greeting
howdy,greeting
yo,greeting
hi assistant,greeting
hello there,greeting
hey friend,greeting
good to see you,greeting
bye,goodbye
goodbye,goodbye
see you,goodbye
later,goodbye
talk to you later,goodbye
exit,goodbye
quit,goodbye
stop,goodbye
bye bye,goodbye
have a good day,goodbye
see you soon,goodbye
catch you later,goodbye
im done,goodbye
thanks,thanks
thank you,thanks
thank you so much,thanks
thanks a lot,thanks
i appreciate it,thanks
cool thanks,thanks
cheers,thanks
great thanks,thanks
awesome thank you,thanks
youve been helpful,thanks
thanks for the help,thanks
who are you,bot_info
what is your name,bot_info
what are you,bot_info
are you a robot,bot_info
tell me about yourself,bot_info
who am i talking to,bot_info
are you ai,bot_info
what is your identity,bot_info
what can you do,capabilities
how can you help,capabilities
help me,capabilities
show me what you can do,capabilities
give me some help,capabilities
what are your features,capabilities
capabilities,capabilities
what do you know,capabilities
weather,weather
how is the weather,weather
weather update,weather
is it raining,weather
weather tonight,weather
weather forecast,weather
whats the temperature,weather
is it sunny,weather
joke,humor
tell me a joke,humor
make me laugh,humor
do you know any jokes,humor
another joke,humor
say something funny,humor
crack a joke,humor
tell a funny story,humor
hi,greeting
hello,greeting
hey,greeting
hi there,greeting
hello assistant,greeting
good morning,greeting
good afternoon,greeting
good evening,greeting
hey bot,greeting
is anyone there,greeting
howdy,greeting
yo,greeting
hi assistant,greeting
hello there,greeting
hey friend,greeting
good to see you,greeting
bye,goodbye
goodbye,goodbye
see you,goodbye
later,goodbye
talk to you later,goodbye
exit,goodbye
quit,goodbye
stop,goodbye
bye bye,goodbye
have a good day,goodbye
see you soon,goodbye
catch you later,goodbye
im done,goodbye
thanks,thanks
thank you,thanks
thank you so much,thanks
thanks a lot,thanks
i appreciate it,thanks
